Bookmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,8,"26,580","26,448","33,913","26,448",0,0,0,0,5,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,"291,841","278,085","364,018","46,328",0,0,0,0,82,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,9,"27,768","26,881","33,548","26,881",0,0,0,0,7,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,"291,841","278,085","364,018","46,328",0,0,0,0,82,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,10,"34,317","29,863","45,927","29,863",0,0,0,0,5,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,"291,841","278,085","364,018","46,328",0,0,0,0,82,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,11,"25,122","22,596","29,868","22,596",0,0,0,0,7,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,"291,841","278,085","364,018","46,328",0,0,0,0,82,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,12,"16,139","15,604","14,457","15,604",0,0,0,0,5,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2017,"291,841","278,085","364,018","46,328",0,0,0,0,82,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,1,"13,678","13,566","9,023","13,566",0,0,0,0,2,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,2,"18,974","18,360","14,428","18,360",0,0,0,0,6,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,3,"22,904","21,572","23,382","21,572",0,0,0,0,7,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,4,"25,224","23,504","29,328","23,504",0,0,0,0,14,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,5,"29,417","28,532","25,359","28,532",0,0,0,0,15,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,6,"24,596","24,123","22,538","24,123",0,0,0,0,3,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,7,"27,732","27,174","28,635","27,174",0,0,0,0,1,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,8,"26,692","26,606","20,124","26,606",0,0,0,0,7,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,9,"27,680","27,300","20,667","27,300",0,0,0,0,3,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,10,"31,524","29,605","38,428","29,605",0,0,0,0,0,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,11,"24,620","23,328","23,359","23,328",0,0,0,0,0,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,12,"14,594","13,945","7,190","13,945",0,0,0,0,2,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2018,"287,635","277,615","262,461","46,250",0,0,0,0,60,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,1,"7,960","7,960","2,449","7,960",0,0,0,0,0,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,2,"17,326","17,190","11,016","17,190",0,0,0,0,2,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,3,"22,175","21,436","21,559","21,436",0,0,0,0,9,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,4,"24,931","22,711","21,579","22,711",0,0,0,0,12,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,5,"28,274","27,112","21,584","27,112",0,0,0,0,4,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,6,"23,838","23,314","20,106","23,314",0,0,0,0,4,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,7,"26,436","26,103","22,483","26,103",0,0,0,0,3,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,8,"26,317","26,215","18,739","26,215",0,0,0,0,0,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,9,"27,847","27,701","23,383","27,701",0,0,0,0,14,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,10,"19,160","17,714","26,874","17,714",0,0,0,0,8,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,11,"23,393","21,930","20,726","21,930",0,0,0,0,9,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,12,"14,374","13,758","15,538","13,758",0,0,0,0,2,0,0,Kings Mountain NMP,KIMO,National Military Park,Southeast ,SC,2019,"262,031","253,144","226,036","42,174",0,0,0,0,67,0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,1,1,0,1,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,2,3,0,3,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,3,25,0,25,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,4,28,0,28,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,5,"126,494",0,"494,077",0,0,0,0,0,3,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,6,"224,385",0,"920,472",0,0,0,902,0,953,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,7,"221,314",0,"928,450",0,0,0,615,0,"2,366",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,8,"234,682",0,"975,013",0,0,0,925,0,"2,081",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,9,"99,440",0,"387,858",0,0,0,207,0,234,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,10,57,0,57,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,11,2,0,2,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,12,54,0,54,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2017,"906,485",0,"3,706,040",0,0,0,"2,649",0,"5,637",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,1,0,0,0,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,2,0,0,0,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,3,30,0,30,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,4,8,0,8,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,5,"157,943",0,"622,964",0,0,0,200,0,12,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,6,"234,524",0,"943,857",0,0,0,332,0,880,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,7,"249,261",0,"1,038,025",0,0,0,783,0,"2,522",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,8,"229,419",0,"964,388",0,0,0,0,0,"1,975",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,9,"145,191",0,"608,168",0,0,0,0,0,119,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,10,657,0,657,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,11,53,0,53,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,12,212,0,212,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2018,"1,017,298",0,"4,178,362",0,0,0,"1,315",0,"5,508",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,1,0,0,0,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,2,6,0,6,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,3,12,0,12,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,4,2,0,64,0,0,0,0,0,2,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,5,"233,882",0,"921,795",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,6,"250,151",0,"1,016,393",0,0,0,300,0,"1,000",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,7,"266,219",0,"1,114,872",0,0,0,750,0,"2,635",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,8,"219,853",0,"947,198",0,0,0,540,0,"1,889",0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,9,"145,778",0,"597,146",0,0,0,200,0,295,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,10,1,0,6,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,11,52,0,52,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,12,205,0,205,0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2019,"1,116,161",0,"4,597,749",0,0,0,"1,790",0,"5,821",0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,1,"2,667",0,"4,667",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,2,"3,045",0,"5,329",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,3,"3,877",0,"6,785",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,4,"5,602",0,"9,804",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,5,"7,250",0,"12,688",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,6,"11,176",0,"19,558",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,7,"14,814",0,"25,924",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,8,"15,094",0,"26,414",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,9,"9,074",0,"15,880",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,10,"5,190",0,"9,082",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,11,"3,805",0,"6,659",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,12,"3,165",0,"5,539",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2017,"84,759",0,"148,329",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,1,"2,474",0,"4,330",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,2,"3,316",0,"5,803",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,3,"5,052",0,"8,841",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,4,"5,199",0,"9,098",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,5,"8,048",0,"14,084",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,6,"11,297",0,"19,770",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,7,"13,574",0,"23,754",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,8,"13,200",0,"23,100",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,9,"9,285",0,"16,249",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,10,"5,211",0,"9,119",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,11,"4,177",0,"7,310",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,12,"1,813",0,"3,173",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2018,"82,646",0,"144,631",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,1,610,0,"1,068",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,2,"3,900",0,"6,825",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,3,"6,831",0,"11,954",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,4,"7,029",0,"12,301",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,5,"11,330",0,"19,828",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,6,"16,219",0,"28,383",0,0,0,0,0,0,0,0,Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2019,"109,799",0,"192,148",0,0,0,0,0,0,0,0
